y,x1,x2,sem1,sem2,tchid,schid,stuid
19.90562273,0.128580436,0.623449972,0.304107486,0.329708248,2,1,28
9.040894492,-0.21968338,-0.175000753,0.301862717,0.312397996,2,1,29
7.338571518,-0.061158779,-0.08713892,0.316545475,0.303621894,2,1,30
21.22547771,-1.883054927,-2.468436906,0.539518609,0.57057505,2,1,31
2.654000585,1.365628071,0.858924769,0.386507305,0.471672744,2,1,32
26.56469741,-0.198246903,-0.139488131,0.306205904,0.320650337,2,1,33
20.34677765,0.593755017,-0.81550979,0.336080074,0.377774424,2,1,34
21.88140573,0.116861133,-0.07112536,0.300694026,0.306070584,2,1,35
24.88763791,0.230074933,0.553783073,0.300479842,0.437953783,2,1,36
8.949250273,-2.597660916,-2.460753829,0.910381271,0.66497226,2,1,37
7.447898951,-0.937728813,-0.501896356,0.316719796,0.318886886,2,1,38
-0.024129083,-0.137155282,-1.487140962,0.309012726,0.506290555,2,1,39
15.92841147,-1.228921256,-1.864291636,0.402942829,0.374827627,2,1,40
20.86010772,2.063428491,1.672640295,0.709013648,0.486044984,2,1,41
10.51596326,-1.439993652,-1.29499133,0.410549214,0.507821055,2,1,42
7.778230556,0.291463659,0.494370258,0.304830424,0.326907555,2,1,43
6.871430785,0.188715844,-0.36618454,0.300256881,0.303704686,2,1,44
14.92120411,0.285593993,-1.0797021,0.309767315,0.388386309,2,1,45
8.060394438,0.376769128,1.115746612,0.31619927,0.52630282,2,1,46
26.90523913,-0.414820152,-3.467186328,0.31495446,0.83933201,2,1,47
6.178283752,-0.936957199,-0.912783423,0.339969797,0.422206478,2,1,48
3.598601785,0.645383314,0.755067423,0.317627741,0.34547971,2,1,49
14.16665589,-0.910123579,-2.371014,0.514825942,1.133679055,2,1,50
-0.211558543,-1.462099573,-0.416033466,0.459234946,0.350470171,3,1,51
5.96975966,0.164539098,-0.228418666,0.340967064,0.306778108,3,1,52
22.7178225,-2.869187323,-1.100457488,0.689997449,0.386942788,3,1,53
9.321214432,0.95219561,-0.602271863,0.383558322,0.30877396,3,1,54
-1.536176275,0.720022446,0.568834046,0.323383112,0.358022151,3,1,55
8.55175132,-1.156825703,-1.73965162,0.503568499,0.620360321,3,1,56
11.24501326,-0.971796786,-0.143693779,0.479876951,0.312650212,3,1,57
-7.227689009,0.615280082,-0.489395376,0.302505808,0.34430971,3,1,58
14.54785956,-0.146679403,0.165194626,0.300086669,0.322612466,3,1,59
5.514382648,-0.71685652,0.233109904,0.315649892,0.327662481,3,1,60
13.89085203,-0.704219007,-1.048977706,0.369180731,0.365031305,3,1,61
14.82751397,-0.319639467,0.593458844,0.312807827,0.38308682,3,1,62
24.18137229,0.175857121,-1.009929154,0.303407934,0.50989122,3,1,63
24.29258613,-0.831665444,0.470078932,0.367636304,0.316524232,3,1,64
8.168534151,0.163218874,-1.004628208,0.303693825,0.399482422,3,1,65
-6.838757912,-1.201984303,-0.070493939,0.449907577,0.315472234,3,1,66
-7.595474556,-1.633608497,-0.799034699,0.766110792,0.399553432,3,1,67
3.391059331,-0.804556174,-0.717746322,0.310862146,0.346739502,3,1,68
30.10249631,-0.363941915,-0.237777674,0.322322568,0.331136935,3,1,69
-16.59784366,-0.049492244,-0.595869926,0.301920254,0.390101661,3,1,70
4.216443967,0.554856151,0.827755498,0.368260347,0.524672291,3,1,71
22.00109165,-2.162998154,-1.141546828,0.621239477,0.487666795,3,1,72
-4.191912622,-2.342126999,-0.756507565,0.665978968,0.380743169,3,1,73
17.40370612,1.303439947,0.495577735,0.357194171,0.370697146,3,1,74
39.2095728,1.293650974,1.579814525,0.396547252,0.471607706,3,1,75
12.40553089,-1.226392334,0.101853307,0.424619175,0.300065357,4,1,76
20.07726112,-0.454063495,-0.158297375,0.324525076,0.305129078,4,1,77
3.802496027,-0.553653219,-0.583132815,0.302772376,0.323550275,4,1,78
9.16404097,0.128905234,0.458978085,0.303261536,0.33967513,4,1,79
14.87613354,0.495672351,0.858667971,0.302701809,0.301446677,4,1,80
16.03319261,-1.838781401,-0.123037329,0.616850918,0.321967896,4,1,81
8.460606861,-0.298663559,0.195171913,0.317516413,0.300006729,4,1,82
11.76906545,0.703421972,0.585809182,0.361213935,0.306278756,4,1,83
13.879851,0.841344951,-0.262531681,0.362530661,0.331716281,4,1,84
-1.254073455,0.155430198,-1.380684717,0.300045617,0.477063896,4,1,85
0.684526918,-0.413445806,-0.847589869,0.30201299,0.349159537,4,1,86
-12.61006373,-0.876501227,-1.08698942,0.441339164,0.516411237,4,1,87
5.529119086,0.219840963,0.486597367,0.300085506,0.304434638,4,1,88
-7.39412811,-2.326711167,-2.20082229,0.493603997,0.516504667,4,1,89
20.5339655,-0.166498313,-0.924216563,0.370331147,0.390048749,4,1,90
10.11573757,0.380530107,1.451339242,0.313930162,0.351211077,4,1,91
4.244261471,0.866023997,0.249721525,0.333186269,0.319907471,4,1,92
9.620861744,1.650161967,-0.394248302,0.351958035,0.305927004,4,1,93
10.54761841,-1.465865507,-0.761382553,0.527503534,0.392101219,4,1,94
20.24320204,0.551587211,0.905274679,0.346574669,0.360951327,4,1,95
18.82460416,0.525129506,0.919720203,0.352965827,0.435807656,4,1,96
10.80683759,0.537522055,-1.840142329,0.30049928,0.392765504,4,1,97
13.72913069,0.395242491,1.538213304,0.359395721,0.380258878,4,1,98
13.92389941,0.725427525,2.192283864,0.33262799,0.617496323,4,1,99
16.18339815,0.627839179,1.790870037,0.557613724,0.478309137,4,1,100
12.49596333,1.366413621,0.219296369,0.450372844,0.335258871,5,2,101
13.20761474,-1.277411781,0.053216878,0.367260292,0.300245223,5,2,102
13.80942439,-1.022504812,-4.19877538,0.557136977,1.217944422,5,2,103
17.09244662,-1.390358277,-0.472822669,0.624165011,0.422225154,5,2,104
-3.732823272,-1.143766785,-0.393209719,0.619057288,0.328409991,5,2,105
29.88687885,1.986984888,1.608060444,0.453825224,0.496463783,5,2,106
-6.227140409,1.696899338,0.122462584,0.854438984,0.880536301,5,2,107
17.24909805,-0.369752243,-0.464636214,0.322802989,0.309325444,5,2,108
14.33092171,0.618662846,0.611498038,0.334255142,0.319330049,5,2,109
4.202838295,0.204324376,0.491601803,0.32491431,0.314530077,5,2,110
18.16266785,-3.25476173,-1.186862004,0.766620929,0.842105295,5,2,111
-3.373189424,0.231456138,0.35959782,0.301729195,0.310384699,5,2,112
13.14288698,0.01827864,-0.18168628,0.301496344,0.340611168,5,2,113
15.37453453,1.470612489,0.270165389,0.372804047,0.356375973,5,2,114
13.92625958,-0.573050792,0.010280839,0.312884001,0.305884799,5,2,115
13.9790041,0.389640294,-0.459359835,0.308538863,0.301041328,5,2,116
18.37184093,0.488020554,0.80576948,0.327803041,0.437074277,5,2,117
0.708734908,-1.81947964,-3.485953906,0.656227661,1.075204809,5,2,118
27.35253514,0.286413139,0.054400884,0.312690951,0.310502966,5,2,119
2.405928632,0.720446967,-0.632697885,0.31458625,0.432267411,5,2,120
25.28004431,-2.328437728,-2.093569236,0.52406953,0.564225368,5,2,121
20.36154892,1.390838404,1.214219958,0.497857994,0.379533306,5,2,122
22.47921604,0.546555519,1.234856943,0.342429194,0.397479647,5,2,123
15.9160529,-0.266849481,-0.045660668,0.30629426,0.322748989,5,2,124
5.521969534,0.0066659,-1.963783188,0.301367997,0.419714922,5,2,125
7.691200128,1.019156042,0.418160041,0.354452103,0.330040021,6,2,126
12.68686997,0.712687651,-0.540623856,0.321624607,0.325297645,6,2,127
-2.990737531,-1.169075566,0.290481796,0.345156055,0.32212848,6,2,128
3.15969174,0.286237838,-0.157816169,0.306985762,0.301296251,6,2,129
6.20744817,-0.858746596,-0.466599864,0.42989359,0.335998204,6,2,130
-7.847572173,1.519255302,0.570274532,0.606636334,0.409110727,6,2,131
3.219768209,-0.405834177,-1.001836396,0.376846642,0.418498895,6,2,132
10.23466579,0.660342078,1.192882423,0.382201289,0.433182176,6,2,133
30.55660474,-0.427084488,0.690145387,0.335701963,0.332465811,6,2,134
13.63759764,0.667890588,1.443468203,0.353778115,0.322448796,6,2,135
4.336660626,-0.311234378,-0.302747593,0.300079971,0.310272198,6,2,136
2.389997784,1.791004419,1.539204194,0.510397768,0.473636401,6,2,137
9.808114223,0.752499278,-0.911910043,0.314323199,0.380810333,6,2,138
8.250695835,-0.473141852,-0.751638809,0.322400393,0.302994783,6,2,139
-10.77776323,0.568383559,1.855176765,0.733878478,0.476478719,6,2,140
8.021767098,1.988126552,1.615590032,0.608433596,0.82359938,6,2,141
7.690170629,0.468765369,-1.605700034,0.30100997,0.594682436,6,2,142
-4.938728455,-0.057700317,0.073826941,0.3033904,0.302174591,6,2,143
11.86988784,-0.515424445,-0.839970114,0.344353602,0.334972053,6,2,144
-6.57515861,0.006682344,0.579432742,0.346716674,0.328392156,6,2,145
5.82978127,0.491467993,1.313212865,0.493061485,0.525847986,6,2,146
9.903563274,0.144178759,-0.580867307,0.301422886,0.300062574,6,2,147
43.92033905,0.34752169,0.092468547,0.301369285,0.343359011,6,2,148
-4.933545678,-2.934433537,-1.772675837,0.693738346,0.898415843,6,2,149
4.607037735,-0.209034608,-1.04010774,0.302164616,0.315404595,6,2,150
2.375184494,1.438712067,-0.063882064,0.38743144,0.300766952,7,2,151
16.34024616,0.161806464,0.145711099,0.300064076,0.302895407,7,2,152
12.26026011,-0.428403281,-0.078960915,0.344371922,0.31440233,7,2,153
13.55779904,-0.81397432,1.670826815,0.329830817,0.456707999,7,2,154
28.4355102,-0.147942797,0.618299815,0.300450389,0.384839372,7,2,155
8.14144289,0.752577557,0.166060779,0.373067618,0.308086664,7,2,156
8.866852599,-0.413195989,0.169992446,0.307351742,0.328497391,7,2,157
27.6511778,-1.782216676,-1.039326558,0.839339752,0.400727686,7,2,158
16.32547843,-1.061874115,-0.907667169,0.512586578,0.47295357,7,2,159
-7.950819063,-0.867920011,-0.651007933,0.575797918,0.384221986,7,2,160
7.909462766,-0.331291286,-0.136485971,0.326991888,0.304987443,7,2,161
9.644438737,0.660762313,-0.407313951,0.351622437,0.300505639,7,2,162
13.00341745,-0.319524758,-0.172834924,0.305337366,0.318415211,7,2,163
9.991415388,0.613766124,0.389427246,0.348536775,0.325934888,7,2,164
15.95367522,-0.936247416,-0.218276958,0.368302568,0.448848001,7,2,165
16.20191604,1.074205582,0.543746612,0.426166799,0.323870795,7,2,166
6.693492224,-0.768972054,1.628596322,0.314649587,0.376150277,7,2,167
-2.085532151,1.155217541,0.808359813,0.383123607,0.314627415,7,2,168
16.98303838,-0.088967227,-0.816982928,0.311686205,0.373588943,7,2,169
20.86469801,-0.090300028,-0.267250299,0.346929504,0.342215755,7,2,170
3.642636348,-0.170558178,0.259116417,0.304565908,0.317498905,7,2,171
-2.937537658,0.193088136,0.12878486,0.30005917,0.311930445,7,2,172
-1.324891687,-0.213948376,-0.43814334,0.315695232,0.340155292,7,2,173
-3.011005445,0.409628839,1.182036645,0.312153593,0.354105637,7,2,174
-13.58876647,-1.92837855,-0.75358373,0.478050323,0.341612214,7,2,175
-1.726279495,0.671186697,-0.044196495,0.311785106,0.319593758,8,2,176
22.23047909,0.299058213,-0.010110544,0.302718079,0.300196469,8,2,177
17.42079824,-0.005650124,0.888370908,0.302967703,0.362175567,8,2,178
-9.960308349,-0.021942032,0.189704293,0.312599791,0.357203014,8,2,179
9.589916272,0.933750499,1.263332594,0.347160642,0.423770969,8,2,180
-0.117808862,-0.24944995,-0.078991702,0.307413306,0.312676097,8,2,181
10.42501832,4.514766078,2.861533827,1.1720968,0.747099093,8,2,182
24.12745789,-0.04518329,0.027913414,0.302299245,0.302285053,8,2,183
9.676912103,-0.950324243,0.897717438,0.360439564,0.306846247,8,2,184
15.77571808,-0.72884668,-0.856575619,0.351879552,0.408934006,8,2,185
15.64995763,-0.550133454,0.938351306,0.375894516,0.330178065,8,2,186
14.06110661,0.620316023,1.061777264,0.389284758,0.44492517,8,2,187
-6.686803103,0.33997312,-0.020962713,0.300900451,0.302578292,8,2,188
3.095857706,-1.581953355,-1.561109159,0.610533015,0.5397004,8,2,189
19.97876415,2.117918866,2.134778086,0.660968084,0.676097575,8,2,190
0.623259817,-1.988627814,-2.757273895,0.796290875,0.6917576,8,2,191
9.634759654,1.434078596,0.417388543,0.42746193,0.351324273,8,2,192
3.194052161,-1.862893969,-0.354186516,0.567186993,0.337005621,8,2,193
12.1998385,0.29919632,0.351572254,0.305868541,0.301855064,8,2,194
-3.584270783,-0.575767199,-0.905876832,0.300977251,0.321246814,8,2,195
-15.41028478,0.320145803,0.513480636,0.357317341,0.335780513,8,2,196
5.477940185,-0.549726626,-0.212690174,0.300004427,0.32818024,8,2,197
3.392353464,0.750045913,1.366918219,0.358010786,0.387104589,8,2,198
-1.0023022,-0.112600747,-1.191652084,0.318503139,0.429378696,8,2,199
12.27749467,0.167085398,0.252988474,0.302221667,0.30288673,8,2,200
-9.283858348,-1.485552003,0.412590324,0.60401911,0.306364715,9,3,201
10.25942001,-0.155749966,0.917556102,0.300279535,0.394145855,9,3,202
1.380622718,0.131502422,-0.405057923,0.320670871,0.326937904,9,3,203
-0.969927502,-3.230900137,-0.252211115,0.781046275,0.308968559,9,3,204
5.594584625,0.172257661,0.104720666,0.323392851,0.301061604,9,3,205
7.85890967,-0.375181326,-1.325392825,0.343796833,0.41711154,9,3,206
2.144653927,-1.092831384,-1.158761147,0.384765759,0.395677167,9,3,207
12.42931861,-0.707004061,-2.215097362,0.430489703,0.703175905,9,3,208
18.27217091,1.036113183,1.32520873,0.533379458,0.692665367,9,3,209
-6.31462305,-1.043010945,-2.41425166,0.399686764,0.775837148,9,3,210
5.163006694,0.01961246,0.474637592,0.310415099,0.300046394,9,3,211
12.96500499,1.258549715,4.130045769,0.375132509,0.848567006,9,3,212
-1.900346415,0.295703878,-1.034801001,0.306031591,0.449059054,9,3,213
-21.93016206,0.501917898,1.079524589,0.317226899,0.389746933,9,3,214
4.077283725,-0.097208445,-1.356456596,0.300210478,0.406503938,9,3,215
0.674364627,0.450297929,-0.95635438,0.300776904,0.343653952,9,3,216
0.124482351,0.376938831,-0.191678718,0.433824754,0.300651108,9,3,217
-0.013311272,-0.045040198,-0.551041153,0.302059365,0.518763931,9,3,218
6.272444911,-1.358681864,-0.435704409,0.380866617,0.371309223,9,3,219
-17.55270128,-0.147451421,-0.633421652,0.301076964,0.345306998,9,3,220
9.309255445,0.531841383,-0.034639461,0.392657502,0.301097764,9,3,221
26.66106533,-0.38712496,1.35255173,0.314868203,0.46267987,9,3,222
-8.205527429,1.283846902,1.420858243,0.319488546,0.455751822,9,3,223
4.002577229,-0.320043197,-0.061490448,0.300051927,0.300018095,9,3,224
-5.932289286,1.979461387,0.652395583,0.467326244,0.301084315,9,3,225
-10.55748037,-1.384849186,-1.571992396,0.45400788,0.429688752,10,3,226
4.984751547,-4.906548359,-2.290254996,1.161171187,0.698754805,10,3,227
3.103325108,0.007430584,-0.211054062,0.311452132,0.386493318,10,3,228
8.221727148,1.514239384,1.926839618,0.436402846,0.47014584,10,3,229
14.30361517,0.529156435,0.506239793,0.404546795,0.343764429,10,3,230
-7.068249481,0.084186448,0.125200293,0.30124532,0.344534364,10,3,231
9.593959171,-1.59016253,-1.154917202,0.516403359,0.405571473,10,3,232
19.26399914,-0.193733185,1.29407101,0.300109528,0.461154949,10,3,233
-5.804783093,0.874826982,-0.427990971,0.428009135,0.316617964,10,3,234
-6.717560868,-0.618643707,-0.062166826,0.300003854,0.302979971,10,3,235
17.2820714,0.577938854,-0.333580226,0.322891023,0.300490822,10,3,236
11.60945937,0.927176829,-1.007119127,0.303417158,0.314311257,10,3,237
2.990860221,0.502616758,0.256846487,0.316968427,0.300406984,10,3,238
-2.931967009,0.710369351,0.366329102,0.328216127,0.315255419,10,3,239
-11.4562632,-0.184346349,-0.322005626,0.304945775,0.30524732,10,3,240
-7.116067149,-0.431300867,-1.857266975,0.361894269,0.551582244,10,3,241
6.065630471,-1.14276542,-1.213221526,0.50865065,0.55651671,10,3,242
9.802240261,-0.441100121,-0.724317401,0.302866863,0.387015174,10,3,243
-14.04615817,1.299626264,1.847063784,0.417346631,0.388890442,10,3,244
-10.5977667,-0.712293443,-0.944142345,0.405143461,0.359832178,10,3,245
8.062239628,0.198356065,-1.223157706,0.307454708,0.499613301,10,3,246
8.079411649,0.47747691,-0.564780687,0.30001434,0.332712564,10,3,247
4.167295528,0.992452506,0.070736291,0.323694593,0.303162126,10,3,248
9.480798433,-0.093952459,0.045788386,0.307451566,0.30980984,10,3,249
10.93553177,0.332601727,-0.048484862,0.305390551,0.302349221,10,3,250
9.831712587,-0.270973385,0.090005689,0.34114123,0.301052801,11,3,251
-1.502409362,-0.494157319,-0.242187307,0.303298578,0.300953751,11,3,252
-21.59231059,0.524773954,-0.694858984,0.321423261,0.373325321,11,3,253
18.99225219,0.276306275,0.855649268,0.315548884,0.326797417,11,3,254
4.90207981,0.355991637,0.180604977,0.300027984,0.302001226,11,3,255
-6.457001686,1.364202225,0.215826023,0.564643502,0.302359164,11,3,256
-5.313831144,-1.129644436,-0.592725447,0.45117862,0.335894371,11,3,257
15.9385955,-0.400364136,1.14174864,0.300504568,0.407660728,11,3,258
-10.19905372,0.099338833,0.815390765,0.3080481,0.319060698,11,3,259
-24.09069705,0.795691552,1.489300129,0.349459682,0.499554259,11,3,260
-12.71506695,-0.893589093,-1.369991577,0.566844724,0.43719546,11,3,261
10.17762252,-0.761458479,-0.506997122,0.379586418,0.343666857,11,3,262
-3.11930269,0.486037904,-0.095633411,0.300326244,0.304885301,11,3,263
23.84588244,-1.362335629,-0.396108483,0.60242613,0.317626429,11,3,264
-2.640897962,1.016301286,0.284279073,0.343733903,0.313484312,11,3,265
8.032743535,-2.131172045,-0.703624981,0.571157313,0.432352952,11,3,266
-15.92044205,-0.569809941,-0.722872852,0.335670281,0.320734229,11,3,267
4.201133393,0.047005394,0.0981416,0.306520918,0.306235005,11,3,268
13.4124279,-4.268666304,-1.608881865,1.104641125,1.110141651,11,3,269
3.716859928,1.377619377,1.223929419,0.390145937,0.459827724,11,3,270
19.03515531,1.358737152,0.616478238,0.43943436,0.36397799,11,3,271
9.666958226,-0.511617979,-0.197615731,0.441543364,0.301229092,11,3,272
4.488244602,-0.167086759,0.740048147,0.305127601,0.366036285,11,3,273
-17.79065884,-1.008407234,-2.297262952,0.57302548,0.98345555,11,3,274
-15.9826438,-1.403066899,-2.298188272,0.335733161,0.62852205,11,3,275
7.58774572,-0.238238129,-1.024387632,0.330713349,0.377092604,12,3,276
4.013102118,-0.730558989,0.349570161,0.370391741,0.301564785,12,3,277
3.58231843,-1.252673965,-1.714153574,0.380029334,0.519383769,12,3,278
11.95418326,-0.066130649,-0.08299249,0.318589872,0.300766333,12,3,279
1.449192053,-0.908744791,-0.434022797,0.301606863,0.306217658,12,3,280
3.455541386,-2.089151341,-1.176820748,0.758546093,0.396814362,12,3,281
5.794607373,-0.004687619,1.161617288,0.338255441,0.448009445,12,3,282
25.36438962,0.105531871,1.395558049,0.322987314,0.46515135,12,3,283
7.120534591,1.159564983,2.139263703,0.377144302,0.600919624,12,3,284
6.236163027,1.381111033,2.727132882,0.369156021,0.968343358,12,3,285
11.99158057,-2.317235373,-1.578668627,0.886842554,0.7669375,12,3,286
21.252091,1.23431991,0.388702865,0.335436478,0.380255114,12,3,287
10.51522914,-0.963726815,-0.0177143,0.336998943,0.300048013,12,3,288
-5.32418702,-0.014804208,0.948555531,0.331229042,0.40585764,12,3,289
1.344650832,0.801527498,0.416152891,0.32661316,0.337963731,12,3,290
10.47276655,-1.355075407,-1.850914848,0.409611418,0.533646999,12,3,291
11.03603287,0.183289482,0.639881968,0.307452715,0.359837867,12,3,292
10.32408179,0.16381005,-1.445664601,0.308468045,0.411085352,12,3,293
15.81225943,1.589141507,0.458189745,0.644862872,0.30530749,12,3,294
-5.289304904,0.571008468,-0.350596373,0.403504097,0.300346701,12,3,295
32.39934962,-0.923263149,-0.495260253,0.376730971,0.350912775,12,3,296
0.31275793,-0.792486025,-0.744922044,0.354519856,0.525702337,12,3,297
5.234130219,1.70852851,0.293500107,0.56232978,0.302300312,12,3,298
16.97041771,-0.156933436,-0.047137444,0.304841672,0.30329573,12,3,299
-3.058623369,2.52826902,1.058015545,0.878182054,0.513570774,12,3,300
26.92857343,-1.915591854,-1.846789508,0.53883467,0.601070816,13,4,301
10.19704293,-0.130218042,-0.332641037,0.321940886,0.377855682,13,4,302
22.35389531,-0.202957812,-0.314586289,0.305310433,0.30580697,13,4,303
12.66626755,-2.009273627,-0.732906013,0.472501948,0.379647785,13,4,304
11.0471591,0.101110148,0.841227989,0.302567549,0.382097144,13,4,305
23.80227823,0.152789624,-2.026690558,0.334176831,0.512016144,13,4,306
-6.05349875,-1.444025164,-0.441616415,0.463692021,0.380113728,13,4,307
15.46009648,0.777331498,2.412154009,0.333965282,0.502734823,13,4,308
4.118916905,-1.800268986,-1.608958631,0.381083977,0.480030708,13,4,309
23.23604018,1.2039417,0.316887949,0.321567799,0.312364036,13,4,310
-0.655809316,-0.083362219,0.249629095,0.330292972,0.305178854,13,4,311
27.05048928,0.499356697,0.105043667,0.300818017,0.30600932,13,4,312
3.397580355,-0.22534491,-0.179960258,0.304118201,0.315270428,13,4,313
-2.280474678,-1.312228093,-0.439498124,0.376197672,0.909056953,13,4,314
-7.689563147,0.351451813,0.38431553,0.322665673,0.374459818,13,4,315
14.22723305,-1.041170842,-1.678092026,0.318341839,0.448838155,13,4,316
19.7618877,-0.61958436,-0.379765388,0.310503274,0.305851366,13,4,317
15.5716935,0.279411608,1.149750485,0.300237569,0.37581364,13,4,318
22.4920974,0.983568604,0.874605342,0.533932255,0.349996575,13,4,319
13.28696269,-0.575884749,-0.993584507,0.358165547,0.327832923,13,4,320
-8.144119173,-2.141131098,-1.04767916,0.654997671,0.546943097,13,4,321
16.59928848,1.342711759,1.584737888,0.396287684,0.455199705,13,4,322
13.80936083,0.578204659,0.766791855,0.404018702,0.421256661,13,4,323
-9.772739932,-0.390597029,-0.42030737,0.353676988,0.337517384,13,4,324
26.91507929,-1.020454912,-1.655386956,0.378946674,0.475607785,13,4,325
7.812000031,0.40451759,1.044135522,0.323050628,0.55629663,14,4,326
22.00688119,-2.315976768,-0.567572339,0.43879773,0.374212545,14,4,327
5.392222967,-0.553277102,-0.868521888,0.34220029,0.386565507,14,4,328
11.60713302,-0.316163182,-0.541021141,0.309108235,0.311071786,14,4,329
10.14090575,0.835160967,-0.527659146,0.324678719,0.314256753,14,4,330
10.35928675,-0.357183146,-0.788216796,0.302468305,0.700381581,14,4,331
18.23698957,0.952448101,-0.457415591,0.398649022,0.314112246,14,4,332
10.21361611,4.723478063,0.932325555,0.788397747,0.501720592,14,4,333
15.70479574,-0.887856886,-0.43885643,0.348100005,0.311351903,14,4,334
3.743476401,-0.963840492,0.400156037,0.393144193,0.301121864,14,4,335
15.80998809,-2.061804181,-0.317204597,0.582932438,0.350666726,14,4,336
17.61636714,-0.82176007,-0.658509308,0.390231977,0.30381358,14,4,337
-5.960406034,0.231043384,0.781629753,0.306494861,0.342910673,14,4,338
11.78501324,-0.323075294,-0.578049857,0.305573902,0.301150425,14,4,339
13.42433695,-1.030105828,0.188449557,0.374055668,0.303109825,14,4,340
21.41985357,0.683882672,0.322192616,0.300269523,0.302014424,14,4,341
-4.347012989,-0.414839972,-2.312920039,0.380463176,0.504775995,14,4,342
8.852266288,-0.030530327,-0.116165541,0.300198238,0.30002999,14,4,343
22.70477338,-0.172186307,-0.709826947,0.306915669,0.306881749,14,4,344
13.90568223,1.931763964,1.887224139,0.527011756,0.624696462,14,4,345
1.49067323,1.58468787,-0.195870942,0.581445345,0.327103902,14,4,346
4.235785391,0.005344379,-0.393002588,0.305974717,0.312281248,14,4,347
11.08715822,0.158103678,-0.223178473,0.309668279,0.303660966,14,4,348
5.867820983,-0.293586843,0.371650641,0.314556988,0.302820735,14,4,349
19.32586529,-0.961737755,-1.720457913,1.764399735,0.654449028,14,4,350
10.36154929,0.847173457,0.01692561,0.416367356,0.313903031,15,4,351
3.877153306,0.69474362,-0.768542608,0.332473352,0.319636547,15,4,352
1.380244161,1.624527304,1.141102996,0.401300668,0.405675052,15,4,353
22.68431183,0.407239526,1.737016185,0.30003972,0.478867604,15,4,354
-4.377755982,-0.832190832,-1.328526103,0.30944262,0.488119963,15,4,355
26.66481173,-0.02922453,0.186317971,0.300033775,0.301437249,15,4,356
-0.770924288,-1.605881422,-0.761336997,0.448685881,0.337540479,15,4,357
42.19555157,0.414390754,2.025385528,0.322283714,0.422531282,15,4,358
3.290054369,-0.9246744,-1.21693325,0.320198725,0.47115214,15,4,359
12.40894966,-0.082541658,-0.023387546,0.303311121,0.300972319,15,4,360
22.99181178,0.041155275,0.10429853,0.306581359,0.301901406,15,4,361
9.22240601,1.208055336,0.340153251,0.431798102,0.39571028,15,4,362
12.00166448,1.062831751,1.288345713,0.406737335,0.37899518,15,4,363
6.942794216,-0.540900405,0.945392195,0.314188483,0.363515657,15,4,364
18.06973674,1.741788521,0.978315815,0.461792347,0.336048015,15,4,365
8.926729398,-0.192891622,0.665074778,0.318025694,0.311242945,15,4,366
7.362829955,0.318888315,-0.07720065,0.302711947,0.300037613,15,4,367
-2.219639739,-0.75404657,0.510466626,0.328015396,0.305897231,15,4,368
5.335814922,-0.624831956,-1.272644114,0.306136802,0.398369231,15,4,369
18.97762463,1.422897757,2.33904934,0.784213765,1.154120358,15,4,370
21.05505231,0.045199311,-1.3283263,0.30866988,0.361575152,15,4,371
-4.381261762,-0.034546493,-0.314610073,0.301081553,0.318067385,15,4,372
7.365348502,0.739627967,-0.166014731,0.371873818,0.300027956,15,4,373
